audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1040.634.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1040.634.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1040.634.cbin.not.mat,notmat,14.432,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1041.637.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1041.637.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1041.637.cbin.not.mat,notmat,12.848,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1045.645.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1045.645.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1045.645.cbin.not.mat,notmat,8.354000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1045.646.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1045.646.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1045.646.cbin.not.mat,notmat,12.182,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1046.648.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1046.648.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1046.648.cbin.not.mat,notmat,16.446,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1046.649.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1046.649.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1046.649.cbin.not.mat,notmat,9.974,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1049.652.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1049.652.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1049.652.cbin.not.mat,notmat,12.432,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1050.654.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1050.654.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1050.654.cbin.not.mat,notmat,8.326,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1053.667.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1053.667.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1053.667.cbin.not.mat,notmat,12.732000000000001,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1054.669.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1054.669.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1054.669.cbin.not.mat,notmat,14.402000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1057.689.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1057.689.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1057.689.cbin.not.mat,notmat,7.226,0.002,val
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1059.704.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1059.704.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1059.704.cbin.not.mat,notmat,11.362,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1105.725.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1105.725.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1105.725.cbin.not.mat,notmat,14.352,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1106.731.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1106.731.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1106.731.cbin.not.mat,notmat,9.066,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1110.757.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1110.757.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1110.757.cbin.not.mat,notmat,15.624,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1111.759.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1111.759.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1111.759.cbin.not.mat,notmat,12.508000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1118.773.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1118.773.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1118.773.cbin.not.mat,notmat,12.344,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1118.774.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1118.774.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1118.774.cbin.not.mat,notmat,11.758000000000001,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1122.781.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1122.781.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1122.781.cbin.not.mat,notmat,9.674,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1123.784.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1123.784.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1123.784.cbin.not.mat,notmat,10.252,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1138.808.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1138.808.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1138.808.cbin.not.mat,notmat,10.228,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1138.809.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1138.809.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1138.809.cbin.not.mat,notmat,6.3660000000000005,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1140.810.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1140.810.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1140.810.cbin.not.mat,notmat,13.588000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1145.820.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1145.820.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1145.820.cbin.not.mat,notmat,14.336,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1148.829.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1148.829.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1148.829.cbin.not.mat,notmat,12.184000000000001,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1149.832.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1149.832.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1149.832.cbin.not.mat,notmat,11.348,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1151.836.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1151.836.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1151.836.cbin.not.mat,notmat,13.708,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1155.852.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1155.852.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1155.852.cbin.not.mat,notmat,11.382,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1159.862.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1159.862.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1159.862.cbin.not.mat,notmat,12.99,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1203.863.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1203.863.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1203.863.cbin.not.mat,notmat,14.422,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1205.867.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1205.867.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1205.867.cbin.not.mat,notmat,12.950000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1210.875.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1210.875.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1210.875.cbin.not.mat,notmat,10.89,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1211.877.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1211.877.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1211.877.cbin.not.mat,notmat,12.700000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1212.880.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1212.880.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1212.880.cbin.not.mat,notmat,9.314,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1218.884.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1218.884.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1218.884.cbin.not.mat,notmat,11.098,0.002,val
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1220.892.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1220.892.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1220.892.cbin.not.mat,notmat,12.098,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1221.899.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1221.899.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1221.899.cbin.not.mat,notmat,11.672,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1222.900.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1222.900.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1222.900.cbin.not.mat,notmat,13.866,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1230.914.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1230.914.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1230.914.cbin.not.mat,notmat,10.73,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1236.925.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1236.925.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1236.925.cbin.not.mat,notmat,14.312000000000001,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1243.936.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1243.936.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1243.936.cbin.not.mat,notmat,14.81,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1243.937.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1243.937.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1243.937.cbin.not.mat,notmat,11.73,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1244.938.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1244.938.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1244.938.cbin.not.mat,notmat,10.178,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1247.949.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1247.949.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1247.949.cbin.not.mat,notmat,10.554,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1249.953.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1249.953.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1249.953.cbin.not.mat,notmat,10.158,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1257.974.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1257.974.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1257.974.cbin.not.mat,notmat,14.214,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1259.989.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1259.989.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1259.989.cbin.not.mat,notmat,15.434000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1259.990.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1259.990.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1259.990.cbin.not.mat,notmat,10.292,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1300.992.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1300.992.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1300.992.cbin.not.mat,notmat,12.578,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1301.993.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1301.993.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1301.993.cbin.not.mat,notmat,11.828,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1305.995.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1305.995.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1305.995.cbin.not.mat,notmat,14.852,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1310.1005.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1310.1005.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1310.1005.cbin.not.mat,notmat,12.904,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1312.1009.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1312.1009.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1312.1009.cbin.not.mat,notmat,12.036,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1320.1020.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1320.1020.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1320.1020.cbin.not.mat,notmat,10.094,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1320.1021.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1320.1021.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1320.1021.cbin.not.mat,notmat,10.25,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1321.1023.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1321.1023.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1321.1023.cbin.not.mat,notmat,11.078,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1322.1027.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1322.1027.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1322.1027.cbin.not.mat,notmat,12.146,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1331.1065.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1331.1065.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1331.1065.cbin.not.mat,notmat,11.546,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1331.1070.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1331.1070.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1331.1070.cbin.not.mat,notmat,10.358,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1337.1105.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1337.1105.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1337.1105.cbin.not.mat,notmat,10.924,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1338.1109.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1338.1109.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1338.1109.cbin.not.mat,notmat,12.742,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1342.1126.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1342.1126.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1342.1126.cbin.not.mat,notmat,10.264,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1344.1156.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1344.1156.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1344.1156.cbin.not.mat,notmat,11.61,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1345.1160.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1345.1160.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1345.1160.cbin.not.mat,notmat,6.2620000000000005,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1346.1166.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1346.1166.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1346.1166.cbin.not.mat,notmat,13.744,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1347.1170.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1347.1170.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1347.1170.cbin.not.mat,notmat,11.31,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1351.1179.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1351.1179.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1351.1179.cbin.not.mat,notmat,11.65,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1358.1217.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1358.1217.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1358.1217.cbin.not.mat,notmat,9.78,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1359.1220.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1359.1220.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1359.1220.cbin.not.mat,notmat,11.804,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1404.1231.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1404.1231.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1404.1231.cbin.not.mat,notmat,13.976,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1408.1250.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1408.1250.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1408.1250.cbin.not.mat,notmat,11.194,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1409.1251.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1409.1251.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1409.1251.cbin.not.mat,notmat,11.41,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1421.1268.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1421.1268.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1421.1268.cbin.not.mat,notmat,12.094,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1426.1276.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1426.1276.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1426.1276.cbin.not.mat,notmat,10.226,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1428.1284.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1428.1284.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1428.1284.cbin.not.mat,notmat,10.602,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1429.1296.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1429.1296.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1429.1296.cbin.not.mat,notmat,11.49,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1430.1298.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1430.1298.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1430.1298.cbin.not.mat,notmat,10.378,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1430.1299.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1430.1299.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1430.1299.cbin.not.mat,notmat,10.292,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1438.1312.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1438.1312.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1438.1312.cbin.not.mat,notmat,10.41,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1439.1315.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1439.1315.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1439.1315.cbin.not.mat,notmat,11.534,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1444.1323.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1444.1323.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1444.1323.cbin.not.mat,notmat,10.036,0.002,None
